time,gFx,gFy,gFz,TgF
0.001963615,0.3694,0.3550,0.6912,0.860
0.002169461,0.3655,0.3553,0.6907,0.858
0.002293231,0.3620,0.3560,0.6914,0.858
0.004005769,0.3591,0.3523,0.6954,0.858
0.005875,0.3582,0.3457,0.7005,0.859
0.008712,0.3557,0.3416,0.7161,0.870
0.009905846,0.3579,0.3352,0.7266,0.877
0.013287,0.3611,0.3416,0.7513,0.901
0.016385461,0.3613,0.3404,0.7729,0.919
0.016680923,0.3589,0.3306,0.7813,0.921
0.017979308,0.3533,0.3238,0.7853,0.920
0.019929461,0.3525,0.3173,0.7848,0.917
0.022102769,0.3522,0.3238,0.8018,0.934
0.024243,0.3525,0.3243,0.8163,0.946
0.026333461,0.3531,0.3194,0.8229,0.951
0.028467077,0.3531,0.3154,0.8283,0.954
0.038937154,0.3498,0.3208,0.8479,0.972
0.039932308,0.3450,0.3150,0.8424,0.963
0.040431615,0.3413,0.3176,0.8561,0.975
0.040852538,0.3328,0.3162,0.8745,0.988
0.041294769,0.3244,0.3179,0.8910,1.000
0.041714692,0.3196,0.3231,0.9106,1.018
0.042472846,0.3130,0.3233,0.9182,1.022
0.044687077,0.3083,0.3252,0.9294,1.032
0.048502692,0.3023,0.3279,0.9436,1.044
0.049150461,0.2968,0.3291,0.9460,1.045
0.050495615,0.2951,0.3308,0.9529,1.051
0.052859923,0.2883,0.3308,0.9604,1.056
0.054802154,0.2834,0.3264,0.9578,1.051
0.057052308,0.2790,0.3222,0.9629,1.053
0.058982461,0.2795,0.3194,0.9681,1.057
0.060368231,0.2802,0.3103,0.9704,1.057
0.065091923,0.3063,0.3023,0.9702,1.061
0.065429538,0.3039,0.2917,0.9660,1.054
0.066769154,0.2963,0.2849,0.9688,1.052
0.068654077,0.2895,0.2761,0.9702,1.049
0.070502692,0.2744,0.2705,0.9719,1.046
0.072478769,0.2392,0.2532,0.9807,1.041
0.074513769,0.2355,0.2385,0.9729,1.029
0.098845231,0.2316,0.2231,0.9900,1.041
0.099778692,0.2333,0.2016,1.0147,1.060
0.100162461,0.2350,0.1826,1.0366,1.079
0.100469846,0.2385,0.1686,1.0582,1.098
0.100748615,0.2385,0.1549,1.0706,1.108
0.101041769,0.2394,0.1461,1.0794,1.115
0.101340615,0.2443,0.1449,1.0904,1.127
0.101624615,0.2511,0.1486,1.0914,1.130
0.101897461,0.2641,0.1545,1.0867,1.129
0.102250461,0.2765,0.1642,1.0785,1.125
0.102544308,0.2937,0.1750,1.0725,1.126
0.102837461,0.3049,0.1831,1.0674,1.125
0.103196308,0.3151,0.1918,1.0662,1.128
0.103478461,0.3252,0.2029,1.0699,1.136
0.111176923,0.3293,0.2077,1.0701,1.139
0.111784231,0.3296,0.2178,1.0765,1.147
0.112325461,0.3310,0.2307,1.0911,1.163
0.112760615,0.3310,0.2407,1.0941,1.168
0.113104615,0.3259,0.2488,1.1036,1.177
0.118437769,0.3198,0.2549,1.1092,1.182
0.118913769,0.3093,0.2661,1.1197,1.192
0.119515385,0.2970,0.2722,1.1379,1.207
0.120682769,0.2814,0.2805,1.1591,1.225
0.122917154,0.2658,0.2884,1.1810,1.244
0.124894769,0.2504,0.2979,1.2138,1.275
0.126958692,0.2338,0.3045,1.2436,1.301
0.130212308,0.2264,0.3101,1.2737,1.330
0.131671615,0.2175,0.3101,1.2949,1.349
0.133119385,0.2089,0.3079,1.3052,1.357
0.135227385,0.2006,0.3059,1.3166,1.367
0.136976846,0.1986,0.3017,1.3220,1.370
0.139152846,0.1998,0.2919,1.3179,1.365
0.141162461,0.2022,0.2822,1.3120,1.357
0.143243077,0.2030,0.2758,1.3000,1.344
0.144959308,0.2045,0.2665,1.2898,1.333
0.147167077,0.2077,0.2578,1.2795,1.322
0.149973846,0.2099,0.2504,1.2658,1.307
0.150761846,0.2194,0.2432,1.2616,1.303
0.153200308,0.2191,0.2343,1.2455,1.286
0.155158154,0.2203,0.2250,1.2318,1.271
0.156923615,0.2110,0.2162,1.2059,1.243
0.159200615,0.2106,0.2129,1.1925,1.230
0.160819615,0.2082,0.2072,1.1826,1.218
0.163159385,0.2045,0.2025,1.1703,1.205
0.165020846,0.2106,0.2008,1.1654,1.201
0.166883077,0.2091,0.2006,1.1559,1.192
0.169150692,0.2108,0.2008,1.1512,1.187
0.170922461,0.2091,0.2006,1.1419,1.178
0.172826385,0.2120,0.2008,1.1388,1.176
0.175138461,0.2079,0.2043,1.1374,1.174
0.176963385,0.2066,0.2036,1.1295,1.166
0.181507923,0.2218,0.1938,1.1181,1.156
0.182190077,0.2389,0.1762,1.0973,1.137
0.184260615,0.2716,0.1454,1.0748,1.118
0.185208846,0.3130,0.0926,1.0350,1.085
0.187587615,0.3531,0.0257,0.9851,1.047
0.189307308,0.3994,-0.0448,0.9294,1.013
0.191271308,0.4214,-0.0851,0.8866,0.985
0.193576231,0.4246,-0.0895,0.8559,0.960
0.216207692,0.4092,-0.0436,0.8395,0.935
0.216922385,0.3687,0.0367,0.8500,0.927
0.217316615,0.3044,0.1210,0.8920,0.950
0.217716538,0.2292,0.1974,0.9441,0.991
0.218117154,0.1430,0.2524,1.0035,1.045
0.218536923,0.0545,0.2968,1.0313,1.075
0.218940538,-0.0097,0.3284,1.1195,1.167
0.219488231,-0.0519,0.3424,1.1950,1.244
0.219925461,-0.0791,0.3413,1.2519,1.300
0.220331385,-0.0859,0.3291,1.2951,1.339
0.220793154,-0.0886,0.3196,1.3345,1.375
0.221210769,-0.0854,0.3052,1.3538,1.390
0.221619385,-0.0719,0.2925,1.3736,1.406
0.221999077,-0.0588,0.2719,1.3834,1.411
0.223934692,-0.0444,0.2549,1.3853,1.409
0.225234769,-0.0270,0.2348,1.3850,1.405
0.228411923,-0.0165,0.2192,1.3848,1.402
0.231009846,-0.0070,0.2050,1.3848,1.400
0.231808923,0.0017,0.1969,1.3738,1.388
0.234115692,0.0090,0.1933,1.3606,1.374
0.235292846,0.0149,0.1936,1.3462,1.360
0.237236231,0.0183,0.1969,1.3273,1.342
0.238977231,0.0200,0.2094,1.3044,1.321
0.241275385,0.0198,0.2192,1.2834,1.302
0.243266461,0.0130,0.2383,1.2653,1.288
0.246190461,0.0217,0.2426,1.2439,1.268
0.247356923,0.0291,0.2439,1.2238,1.248
0.249431308,0.0323,0.2416,1.1910,1.216
0.25174,0.0225,0.2265,0.9876,1.013
0.253222154,0.0256,0.2239,0.6670,0.704
0.255503,0.0410,0.2348,0.4228,0.485
0.257426154,0.0533,0.2395,0.5886,0.638
0.260009154,0.0566,0.2395,0.8954,0.929
0.261226769,0.0606,0.2512,1.0962,1.126
0.263504615,0.0454,0.2758,1.2028,1.235
0.265469846,0.0300,0.2993,1.2527,1.288
0.267563923,0.0124,0.3203,1.2509,1.291
0.269753231,0.0009,0.3308,1.2111,1.255
0.271742385,-0.0046,0.3420,1.1547,1.204
0.273793769,0.0098,0.3335,1.0990,1.149
0.275775615,0.0268,0.3179,1.0606,1.108
0.277509769,0.0457,0.3012,1.0513,1.095
0.292148,0.0554,0.2971,1.0547,1.097
0.292885846,0.0591,0.2964,1.0706,1.112
0.293278692,0.0618,0.2968,1.0870,1.129
0.293581231,0.0618,0.2937,1.1119,1.152
0.294005538,0.0647,0.2915,1.1312,1.170
0.294444308,0.0638,0.2903,1.1473,1.185
0.294761231,0.0655,0.2896,1.1540,1.192
0.295166461,0.0657,0.2886,1.1608,1.198
0.295594769,0.0650,0.2893,1.1654,1.203
0.297769461,0.0635,0.2861,1.1771,1.213
0.300173231,0.0633,0.2837,1.1922,1.227
0.301490077,0.0664,0.2815,1.2045,1.239
0.303924846,0.0694,0.2779,1.2221,1.255
0.305643923,0.0703,0.2744,1.2418,1.274
0.307593538,0.0724,0.2678,1.2409,1.272
0.30974,0.0757,0.2561,1.2402,1.269
0.312396923,0.0836,0.2421,1.2329,1.259
0.326575077,0.0872,0.2292,1.2262,1.250
0.328922769,0.1029,0.2136,1.2138,1.237
0.329343077,0.1211,0.1924,1.2011,1.222
0.329706769,0.1483,0.1671,1.1850,1.206
0.330032231,0.1854,0.1327,1.1630,1.185
0.331159692,0.2257,0.1000,1.1505,1.177
0.331554692,0.2497,0.0963,1.1449,1.176
0.331823,0.2611,0.1125,1.1366,1.172
0.332051923,0.2565,0.1474,1.1370,1.175
0.332287923,0.2362,0.1948,1.1417,1.182
0.334938692,0.2131,0.2504,1.1437,1.190
0.335758385,0.1798,0.3052,1.1498,1.203
0.337489154,0.1456,0.3489,1.1610,1.221
0.339916308,0.1102,0.3836,1.1661,1.233
0.341775308,0.0787,0.4005,1.1659,1.235
0.343955,0.0547,0.4051,1.1617,1.232
0.345974385,0.0389,0.4000,1.1505,1.219
0.347928615,0.0198,0.3907,1.0850,1.153
0.349306461,0.0049,0.3834,0.9761,1.049
0.351986769,0.0032,0.3718,0.8677,0.944
0.353596538,0.0132,0.3548,0.8666,0.937
0.356367,0.0259,0.3277,0.9277,0.984
0.358096846,0.0389,0.3057,0.9868,1.034
0.360082769,0.0449,0.2915,1.0144,1.056
0.362903308,0.0433,0.2917,1.0266,1.068
0.363990385,0.0377,0.2966,1.0220,1.065
0.365964308,0.0356,0.3037,1.0066,1.052
0.368049154,0.0384,0.3012,0.9895,1.035
0.370016538,0.0471,0.3012,0.9827,1.029
0.372245769,0.0535,0.3003,0.9827,1.029
0.374010077,0.0587,0.2993,0.9888,1.035
0.376335308,0.0628,0.3054,0.9932,1.041
0.379245846,0.0664,0.3126,1.0032,1.053
0.379874154,0.0608,0.3115,1.0137,1.062
0.390149154,0.0582,0.3113,1.0161,1.064
0.391336923,0.0667,0.3091,1.0254,1.073
0.391652308,0.0715,0.3096,1.0284,1.076
0.391894692,0.0787,0.3115,1.0328,1.082
0.392127615,0.0823,0.3162,1.0357,1.086
0.392347308,0.0867,0.3245,1.0406,1.093
0.394344846,0.0911,0.3345,1.0489,1.105
0.396156615,0.0969,0.3485,1.0552,1.115
0.39798,0.1016,0.3592,1.0620,1.126
0.400076538,0.1021,0.3709,1.0676,1.135
0.401823308,0.1085,0.3743,1.0745,1.143
0.403850461,0.1143,0.3787,1.0806,1.151
0.405763077,0.1221,0.3724,1.0855,1.154
0.408699923,0.1275,0.3697,1.0899,1.158
0.409772231,0.1327,0.3621,1.0902,1.156
0.412555615,0.1329,0.3580,1.0927,1.157
0.424784,0.1358,0.3497,1.0894,1.152
0.425865769,0.1353,0.3452,1.0862,1.148
0.426432615,0.1312,0.3408,1.0811,1.141
0.426829769,0.1265,0.3418,1.0692,1.130
0.427408538,0.1234,0.3438,1.0638,1.125
0.427760923,0.1167,0.3485,1.0592,1.121
0.428043923,0.1123,0.3560,1.0638,1.127
0.428336615,0.1092,0.3589,1.0631,1.127
0.432618077,0.1080,0.3631,1.0667,1.132
0.433309461,0.1065,0.3643,1.0687,1.134
0.434113231,0.1048,0.3662,1.0826,1.148
0.436340231,0.1060,0.3650,1.0906,1.155
0.438059923,0.1104,0.3604,1.0962,1.159
0.440095923,0.1092,0.3585,1.0999,1.162
0.441999692,0.1078,0.3548,1.1041,1.165
0.444173538,0.1134,0.3511,1.0970,1.157
0.446491308,0.1248,0.3394,1.0813,1.140
0.448416308,0.1365,0.3335,1.0667,1.126
0.450306385,0.1432,0.3257,1.0464,1.105
0.452317154,0.1456,0.3231,1.0242,1.084
0.454238385,0.1427,0.3206,1.0012,1.061
0.456212231,0.1363,0.3218,0.9765,1.037
0.459024231,0.1309,0.3184,0.9553,1.015
0.460402154,0.1246,0.3157,0.9280,0.988
0.462665846,0.1167,0.3113,0.9094,0.968
0.464552615,0.1106,0.3103,0.8901,0.949
0.466435385,0.1067,0.3115,0.8684,0.929
0.468272308,0.1013,0.3115,0.8442,0.906
0.470317769,0.1004,0.3120,0.8168,0.880
0.472434154,0.0997,0.3117,0.7906,0.856
0.474281769,0.0990,0.3113,0.7660,0.833
0.476927923,0.1024,0.3120,0.7354,0.805
0.482323385,0.1065,0.3110,0.7066,0.779
0.483441769,0.1131,0.3117,0.6886,0.764
0.483793231,0.1207,0.3145,0.6702,0.750
0.484176308,0.1267,0.3157,0.6474,0.731
0.487603692,0.1295,0.3166,0.6362,0.722
0.490422154,0.1324,0.3091,0.6367,0.720
0.490875,0.1321,0.2989,0.6516,0.729
0.493647077,0.1244,0.2991,0.6800,0.753
0.494210154,0.1143,0.3042,0.7137,0.784
0.497827308,0.0994,0.3164,0.7638,0.833
0.498761846,0.0850,0.3306,0.8188,0.887
0.500455385,0.0736,0.3433,0.8556,0.925
0.502316846,0.0652,0.3499,0.8786,0.948
0.504784,0.0628,0.3545,0.8873,0.958
0.506497538,0.0623,0.3567,0.8903,0.961
0.509288846,0.0628,0.3492,0.8962,0.964
0.510746077,0.0701,0.3462,0.9136,0.979
0.513271308,0.0833,0.3387,0.9145,0.979
0.514221461,0.1016,0.3259,0.9059,0.968
0.516465231,0.1258,0.3073,0.8940,0.954
0.518500538,0.1421,0.2952,0.8754,0.935
0.520621154,0.1614,0.2856,0.8649,0.925
0.522748846,0.1859,0.2737,0.8398,0.903
0.524628846,0.2113,0.2573,0.8119,0.878
0.526429846,0.2294,0.2492,0.7801,0.850
0.528712308,0.2434,0.2458,0.7550,0.830
0.530835077,0.2578,0.2439,0.7349,0.816
0.532550769,0.2678,0.2448,0.7149,0.802
0.534452,0.2741,0.2509,0.6905,0.784
0.537165154,0.2780,0.2590,0.6597,0.761
0.538784,0.2809,0.2693,0.6287,0.739
0.540940846,0.2883,0.2722,0.5947,0.715
0.543176,0.3017,0.2690,0.5632,0.693
0.545795077,0.3002,0.2756,0.5424,0.678
0.548917154,0.2958,0.2888,0.5200,0.664
0.549919692,0.2956,0.2991,0.4831,0.640
0.550532846,0.2937,0.3093,0.4513,0.621
0.552833154,0.2917,0.3182,0.4254,0.606
0.554901769,0.2932,0.3225,0.4032,0.594
0.556548846,0.2932,0.3274,0.3841,0.584
0.559304923,0.2956,0.3279,0.3604,0.570
0.562843692,0.2993,0.3289,0.3448,0.563
0.564895308,0.3081,0.3245,0.3231,0.552
0.565285461,0.3171,0.3203,0.3050,0.544
0.566599923,0.3303,0.3157,0.2974,0.545
0.568699615,0.3398,0.3171,0.2913,0.549
0.571366692,0.3494,0.3162,0.2781,0.547
0.572637231,0.3613,0.3138,0.2744,0.552
0.574955385,0.3738,0.3147,0.2647,0.556
0.576671923,0.3833,0.3186,0.2591,0.562
0.580803077,0.3955,0.3215,0.2542,0.570
0.581427615,0.4083,0.3215,0.2461,0.575
0.582555,0.4253,0.3179,0.2353,0.581
0.586785231,0.4409,0.3173,0.2285,0.589
0.587636923,0.4579,0.3122,0.2221,0.597
0.588822769,0.4732,0.3101,0.2199,0.607
0.590841769,0.4889,0.3079,0.2229,0.619
0.593251923,0.5096,0.3082,0.2256,0.637
0.601357538,0.5348,0.3028,0.2316,0.657
0.602508308,0.5621,0.2986,0.2383,0.680
0.602965846,0.5888,0.2966,0.2449,0.703
0.603596538,0.6171,0.2956,0.2505,0.729
0.603884846,0.6438,0.2986,0.2539,0.754
0.604492231,0.6680,0.3030,0.2563,0.777
0.607300538,0.6887,0.3115,0.2647,0.801
0.608760231,0.7102,0.3157,0.2661,0.822
0.611934461,0.7283,0.3235,0.2719,0.842
0.612537538,0.7461,0.3271,0.2744,0.860
0.614703,0.7632,0.3338,0.2808,0.879
0.616711923,0.7898,0.3347,0.2898,0.905
0.618646692,0.8175,0.3343,0.2984,0.932
0.620536615,0.8429,0.3335,0.3057,0.957
0.622476538,0.8611,0.3347,0.3108,0.975
0.624443077,0.8746,0.3384,0.3199,0.991
0.626492,0.8870,0.3394,0.3320,1.006
0.628520846,0.9024,0.3438,0.3474,1.026
0.630595923,0.9096,0.3516,0.3509,1.036
0.632835077,0.9149,0.3572,0.3478,1.042
0.634578077,0.9242,0.3670,0.3387,1.050
0.636809461,0.9208,0.3790,0.3274,1.048
0.638565769,0.9135,0.3919,0.3106,1.041
0.640882769,0.8937,0.4097,0.3023,1.029
0.642755385,0.8724,0.4263,0.2957,1.015
0.645488231,0.8472,0.4420,0.2852,0.997
0.646679615,0.8204,0.4582,0.2747,0.979
0.648912231,0.8001,0.4703,0.2591,0.964
0.650669231,0.7826,0.4794,0.2451,0.950
0.653007385,0.7698,0.4889,0.2329,0.941
0.654847385,0.7617,0.4945,0.2195,0.934
0.656759923,0.7593,0.5004,0.2048,0.932
0.659158154,0.7598,0.5033,0.1848,0.930
0.661243615,0.7575,0.5060,0.1638,0.926
0.663273461,0.7568,0.5141,0.1398,0.926
0.665035077,0.7505,0.5227,0.1232,0.923
0.666841231,0.7425,0.5304,0.1007,0.918
0.669027923,0.7293,0.5392,0.0773,0.910
0.670778077,0.7170,0.5490,0.0553,0.905
0.672810385,0.6997,0.5600,0.0282,0.897
0.674768846,0.6829,0.5686,-0.0028,0.889
0.676883308,0.6689,0.5771,-0.0257,0.884
0.680820846,0.6533,0.5840,-0.0482,0.878
0.681412923,0.6422,0.5956,-0.0670,0.878
0.684114385,0.6435,0.6001,-0.0829,0.884
0.684861154,0.6518,0.6073,-0.1002,0.897
0.687312846,0.6640,0.6120,-0.1135,0.910
0.688999692,0.6804,0.6166,-0.1263,0.927
0.691467692,0.6985,0.6196,-0.1401,0.944
0.692894461,0.7180,0.6196,-0.1564,0.961
0.696376308,0.7334,0.6169,-0.1691,0.973
0.696948846,0.7456,0.6140,-0.1780,0.982
0.699193769,0.7532,0.6073,-0.1767,0.984
0.700891923,0.7603,0.5989,-0.1723,0.983
0.70274,0.7652,0.5912,-0.1579,0.980
0.704923077,0.7698,0.5781,-0.1445,0.973
0.706800923,0.7835,0.5674,-0.1296,0.976
0.708864,0.7959,0.5539,-0.1049,0.975
0.711386461,0.8099,0.5451,-0.0753,0.979
0.712969769,0.8253,0.5336,-0.0438,0.984
0.714894385,0.8409,0.5285,-0.0126,0.993
0.717289154,0.8504,0.5278,0.0206,1.001
0.718961769,0.8558,0.5309,0.0536,1.009
0.721183615,0.8592,0.5388,0.0851,1.018
0.722816231,0.8644,0.5490,0.1235,1.031
0.725138077,0.8641,0.5619,0.1603,1.043
0.726928538,0.8623,0.5771,0.2006,1.057
0.729079,0.8573,0.5952,0.2351,1.070
0.730977538,0.8485,0.6133,0.2730,1.082
0.733808308,0.8399,0.6338,0.3155,1.098
0.734963077,0.8294,0.6504,0.3558,1.112
0.737017538,0.8216,0.6683,0.3958,1.131
0.738921231,0.8169,0.6790,0.4315,1.147
0.741123615,0.8180,0.6844,0.4676,1.165
0.742934385,0.8255,0.6819,0.5014,1.182
0.745351077,0.8348,0.6751,0.5368,1.200
0.747347923,0.8502,0.6609,0.5740,1.220
0.749367,0.8616,0.6441,0.6101,1.237
0.751367308,0.8719,0.6264,0.6465,1.253
0.754369154,0.8785,0.6054,0.6790,1.265
0.755010154,0.8827,0.5881,0.7079,1.275
0.757114154,0.8861,0.5726,0.7352,1.286
0.759225231,0.8830,0.5600,0.7535,1.289
0.761549231,0.8746,0.5546,0.7706,1.291
0.763578769,0.8563,0.5588,0.7875,1.291
0.765491385,0.8301,0.5707,0.7997,1.286
0.767282461,0.7935,0.5942,0.8126,1.282
0.769351923,0.7495,0.6282,0.8234,1.278
0.771223923,0.6904,0.6743,0.8305,1.273
0.773233154,0.6235,0.7232,0.8374,1.270
0.775167692,0.5499,0.7823,0.8417,1.274
0.777904,0.4715,0.8426,0.8503,1.287
0.782650769,0.3897,0.9005,0.8584,1.304
0.783596538,0.3083,0.9611,0.8603,1.326
0.783878385,0.2296,1.0112,0.8642,1.350
0.785189769,0.1614,1.0535,0.8640,1.372
0.789493231,0.1009,1.0872,0.8593,1.389
0.789974154,0.0528,1.1085,0.8517,1.399
0.793202154,0.0122,1.1190,0.8439,1.402
0.793629538,-0.0124,1.1195,0.8383,1.399
0.798078461,-0.0263,1.1109,0.8370,1.391
0.798858154,-0.0288,1.0950,0.8351,1.377
0.799297538,-0.0178,1.0715,0.8386,1.361
0.801365846,0.0030,1.0457,0.8479,1.346
0.803413231,0.0263,1.0181,0.8605,1.333
0.805383692,0.0618,0.9907,0.8789,1.326
0.807488538,0.1041,0.9646,0.9031,1.325
0.809191385,0.1542,0.9401,0.9272,1.329
0.811613769,0.2103,0.9162,0.9560,1.341
0.813621154,0.2719,0.8964,0.9790,1.355
0.815560231,0.3308,0.8824,1.0063,1.379
0.817235,0.3967,0.8698,1.0228,1.400
0.819686461,0.4833,0.8527,1.0778,1.457
0.821596923,0.5529,0.8449,1.1388,1.522
0.823592308,0.5790,0.8622,1.2131,1.597
0.825522154,0.5902,0.8786,1.2795,1.661
0.828220923,0.6168,0.8756,1.3196,1.700
0.830248846,0.6611,0.8614,1.3533,1.735
0.831816846,0.7109,0.8356,1.3734,1.758
0.833837154,0.7647,0.8023,1.3711,1.763
0.835767615,0.8199,0.7557,1.3440,1.746
0.838003,0.8712,0.7058,1.2939,1.712
0.839810077,0.9222,0.6548,1.2316,1.672
0.841734154,0.9633,0.6113,1.1701,1.634
0.845095615,1.0024,0.5719,1.1124,1.603
0.845705846,1.0349,0.5390,1.0540,1.572
0.850394154,1.0637,0.5165,1.0037,1.551
0.852079923,1.0847,0.5029,0.9523,1.529
0.852536231,1.0935,0.4987,0.9020,1.503
0.853877231,1.0964,0.5016,0.8486,1.474
0.855966769,1.0877,0.5106,0.7958,1.441
0.857556923,1.0728,0.5183,0.7452,1.405
0.859978692,1.0515,0.5270,0.6983,1.368
0.862085154,1.0237,0.5329,0.6409,1.320
0.864084846,0.9936,0.5426,0.5894,1.276
0.865877769,0.9580,0.5507,0.5270,1.224
0.867806385,0.9193,0.5617,0.4664,1.174
0.869999923,0.8734,0.5723,0.3983,1.118
0.872043692,0.8233,0.5871,0.3365,1.066
0.873951923,0.7628,0.6069,0.2737,1.012
0.875872615,0.6980,0.6252,0.2163,0.962
0.881921461,0.6352,0.6429,0.1626,0.918
0.882847615,0.5726,0.6594,0.1168,0.881
0.88346,0.5123,0.6751,0.0827,0.852
0.884381231,0.4615,0.6883,0.0474,0.830
0.888576231,0.4197,0.6985,0.0174,0.815
0.889305538,0.3823,0.7081,-0.0045,0.805
0.889723077,0.3496,0.7191,-0.0189,0.800
0.892482692,0.3196,0.7296,-0.0264,0.797
0.894000308,0.2883,0.7415,-0.0220,0.796
0.906285538,0.2597,0.7496,-0.0096,0.793
0.907899692,0.2329,0.7589,0.0089,0.794
0.908454769,0.2094,0.7691,0.0331,0.798
0.908888615,0.1817,0.7801,0.0651,0.804
0.909285538,0.1586,0.7933,0.1012,0.815
0.909708231,0.1407,0.8055,0.1371,0.829
0.910146769,0.1414,0.8094,0.1757,0.840
0.910542385,0.1507,0.8031,0.2107,0.844
0.913510154,0.1583,0.7994,0.2449,0.851
0.914297461,0.1666,0.7967,0.2810,0.861
0.916476231,0.1771,0.7920,0.3169,0.871
0.918374461,0.1952,0.7889,0.3434,0.882
0.920352,0.2169,0.7894,0.3648,0.896
0.922424231,0.2436,0.7864,0.3821,0.908
0.924405461,0.2665,0.7880,0.4042,0.925
0.926511308,0.2917,0.7885,0.4256,0.942
0.929080923,0.3154,0.7869,0.4462,0.958
0.930527692,0.3384,0.7857,0.4626,0.973
0.932663308,0.3635,0.7818,0.4787,0.986
0.934406385,0.3909,0.7826,0.4892,1.002
0.936355923,0.4209,0.7774,0.4994,1.015
0.938194154,0.4514,0.7755,0.5099,1.032
0.940487615,0.4847,0.7718,0.5104,1.045
0.942656846,0.5224,0.7652,0.5072,1.056
0.949167923,0.5609,0.7601,0.5029,1.070
0.949820615,0.5988,0.7542,0.4958,1.083
0.950195077,0.6266,0.7493,0.4820,1.089
0.950621538,0.6611,0.7420,0.4713,1.100
0.952543,0.6921,0.7388,0.4638,1.114
0.954468231,0.7160,0.7412,0.4506,1.125
0.956841846,0.7334,0.7422,0.4366,1.131
0.965657231,0.7493,0.7449,0.4168,1.136
0.966699,0.7630,0.7461,0.3973,1.139
0.967310461,0.7749,0.7498,0.3753,1.142
0.967835692,0.7871,0.7481,0.3534,1.142
0.968270154,0.7996,0.7433,0.3320,1.141
0.968683077,0.8120,0.7361,0.3071,1.138
0.972068,0.8220,0.7256,0.2854,1.133
0.973882769,0.8304,0.7168,0.2639,1.128
0.974704923,0.8369,0.7098,0.2481,1.125
0.976274385,0.8399,0.7083,0.2356,1.124
0.991342692,0.8369,0.7078,0.2316,1.120
0.992426461,0.8304,0.7158,0.2341,1.121
0.992869461,0.8162,0.7268,0.2390,1.119
0.993289461,0.8013,0.7440,0.2463,1.121
0.993735692,0.7803,0.7626,0.2581,1.121
0.994128,0.7624,0.7792,0.2671,1.122
0.994541231,0.7410,0.7973,0.2764,1.123
0.995001231,0.7160,0.8139,0.2871,1.121
0.995532,0.6967,0.8273,0.2969,1.122
1.003292,0.6755,0.8363,0.3075,1.118
1.004232231,0.6564,0.8458,0.3167,1.117
1.004706769,0.6345,0.8519,0.3287,1.112
1.005100846,0.6156,0.8595,0.3372,1.110
1.005521154,0.5927,0.8619,0.3531,1.104
1.006126385,0.5648,0.8695,0.3660,1.100
1.009289769,0.5331,0.8728,0.3793,1.091
1.010438077,0.5003,0.8775,0.3924,1.084
1.012895,0.4656,0.8771,0.4005,1.071
1.014748615,0.4295,0.8771,0.4056,1.058
1.016620538,0.3972,0.8744,0.4107,1.045
1.018597538,0.3657,0.8683,0.4135,1.029
1.020570077,0.3381,0.8607,0.4147,1.013
1.022686769,0.3130,0.8493,0.4176,0.997
1.026151077,0.2934,0.8383,0.4196,0.982
1.026735,0.2751,0.8234,0.4228,0.966
1.028884615,0.2655,0.8085,0.4264,0.952
1.030714769,0.2583,0.7943,0.4310,0.940
1.032912615,0.2538,0.7794,0.4361,0.928
1.034737769,0.2529,0.7631,0.4440,0.918
1.036819692,0.2541,0.7461,0.4520,0.909
1.038941231,0.2543,0.7332,0.4613,0.903
1.040652,0.2518,0.7242,0.4687,0.899
1.042827615,0.2443,0.7127,0.4748,0.890
1.045552923,0.2362,0.7068,0.4818,0.887
1.046813461,0.2245,0.6988,0.4816,0.878
1.048744615,0.2145,0.6934,0.4808,0.871
1.050744538,0.2042,0.6846,0.4743,0.858
1.052581769,0.1984,0.6783,0.4638,0.845
1.054505461,0.1898,0.6683,0.4503,0.828
1.056606385,0.1817,0.6592,0.4408,0.814
1.059249231,0.1691,0.6506,0.4337,0.800
1.061955,0.1566,0.6396,0.4259,0.784
1.062795308,0.1427,0.6315,0.4203,0.772
1.065271615,0.1300,0.6247,0.4139,0.761
1.066615077,0.1207,0.6159,0.4095,0.749
1.068788615,0.1121,0.6033,0.4079,0.737
1.070869769,0.1048,0.5925,0.4039,0.725
1.072823077,0.0838,0.5893,0.4073,0.721
1.074619615,0.0664,0.5868,0.4130,0.721
1.077009461,0.0459,0.5849,0.4179,0.720
1.079347077,0.0281,0.5837,0.4271,0.724
1.081004923,0.0195,0.5759,0.4322,0.720
1.082926692,0.0086,0.5658,0.4396,0.717
1.084898385,-0.0041,0.5644,0.4540,0.724
1.086983615,-0.0190,0.5617,0.4723,0.734
1.089046769,-0.0304,0.5600,0.4882,0.744
1.091366077,-0.0402,0.5598,0.5043,0.755
1.093238769,-0.0498,0.5654,0.5214,0.771
1.099497538,-0.0635,0.5739,0.5412,0.791
1.100508538,-0.0791,0.5886,0.5647,0.819
1.101192231,-0.0937,0.6015,0.5805,0.841
1.101605769,-0.1084,0.6164,0.6067,0.872
1.102871692,-0.1215,0.6303,0.6297,0.899
1.106608231,-0.1287,0.6396,0.6529,0.923
1.107651,-0.1311,0.6506,0.6768,0.948
1.109379692,-0.1336,0.6597,0.6998,0.971
1.122199308,-0.1357,0.6699,0.7217,0.994
1.123422692,-0.1326,0.6780,0.7376,1.011
1.123890077,-0.1269,0.6841,0.7523,1.025
1.124365538,-0.1180,0.6904,0.7638,1.036
